,end_diastole_frame,end_systole_frame
0,6,7
1,19,20
2,32,33
3,46,47
4,59,60
5,74,75
6,88,89
7,102,103
8,119,120
9,129,130
10,139,140
11,148,149
12,157,158
13,166,167
14,177,178
15,187,188
16,198,199
17,207,208
18,218,219
19,228,229
20,239,240
21,250,251
22,261,262
23,273,274
24,284,285
25,295,296
