,bpm,min_b2b,mean_b2b,median_b2b,max_b2b,sd_b2b,range_b2b,rmssd
0,60.0,0.72,0.9236363636363637,0.88,1.08,0.11624994445924207,0.3600000000000001,0.19183326093250883
