,end_diastole_frame,end_systole_frame
0,9,10
1,19,20
2,28,29
3,39,40
4,49,50
5,59,60
6,69,70
7,79,80
8,89,90
9,99,100
10,108,109
11,118,119
12,128,129
13,138,139
14,148,149
15,158,159
16,168,169
17,177,178
18,187,188
19,200,201
20,211,212
21,223,224
22,236,237
23,251,252
24,266,267
25,282,283
26,299,300
