,EndDiastoleFrame,EndDiastoleArea,EndSystoleFrame,EndSystoleArea
0,3,285.5,8,202.5
1,22,286.5,26,190.0
2,40,287.0,46,188.5
3,63,306.5,67,200.5
4,83,267.5,87,176.5
5,105,276.0,108,166.5
6,123,0.0,126,0.0
7,142,0.0,146,0.0
8,163,0.0,167,0.0
9,186,0.0,190,0.0
10,208,0.0,211,0.0
11,227,0.0,230,0.0
12,248,0.0,250,0.0
13,269,0.0,273,0.0
14,290,0.0,294,0.0
