,bpm,min_b2b,mean_b2b,median_b2b,max_b2b,sd_b2b,range_b2b,rmssd
0,125.00000000000001,0.36,0.4633333333333333,0.44,0.68,0.08319989316232457,0.32000000000000006,0.08340576562282989
