,bpm,min_b2b,mean_b2b,median_b2b,max_b2b,sd_b2b,range_b2b,rmssd
0,35.0,1.32,1.6933333333333336,1.6400000000000001,2.48,0.38482319172431495,1.16,0.6191607222684592
