,mpv
0,0.15527288888888888
1,0.155024
2,0.15490666666666666
3,0.15478755555555557
4,0.15460622222222223
5,0.154736
6,0.15077866666666667
7,0.148672
8,0.14982222222222222
9,0.14965155555555557
10,0.1492711111111111
11,0.1546631111111111
12,0.15858133333333332
13,0.15656
14,0.15509155555555557
15,0.15400177777777777
16,0.15370311111111112
17,0.15291733333333332
18,0.15256
19,0.1519288888888889
20,0.14913066666666666
21,0.14729955555555554
22,0.14935822222222223
23,0.15086044444444444
24,0.15174222222222222
25,0.158048
26,0.15656355555555557
27,0.15385244444444443
28,0.15247644444444444
29,0.1520231111111111
30,0.15204266666666666
31,0.1515448888888889
32,0.15000711111111112
33,0.1484088888888889
34,0.149456
35,0.15033422222222223
36,0.14926755555555554
37,0.15631111111111112
38,0.15868622222222223
39,0.1560622222222222
40,0.1542951111111111
41,0.1538488888888889
42,0.15403733333333333
43,0.1539288888888889
44,0.15397155555555556
45,0.15374933333333332
46,0.15094755555555556
47,0.15124266666666666
48,0.1503591111111111
49,0.1493351111111111
50,0.14823822222222222
51,0.15720355555555557
52,0.15992533333333334
53,0.15790222222222222
54,0.15692977777777778
55,0.15673422222222222
56,0.15665777777777778
57,0.15670044444444445
58,0.15681955555555555
59,0.15446933333333332
60,0.15345244444444445
61,0.15158755555555556
62,0.14982222222222222
63,0.14939555555555556
64,0.15336711111111112
65,0.16274666666666668
66,0.16026133333333334
67,0.15839822222222222
68,0.15743466666666667
69,0.1568711111111111
70,0.15639111111111112
71,0.15672355555555556
72,0.1568728888888889
73,0.1565511111111111
74,0.15482666666666667
75,0.15369955555555556
76,0.151248
77,0.15032355555555554
78,0.15159822222222222
79,0.15408711111111112
80,0.16334222222222222
81,0.16042133333333333
82,0.15790222222222222
83,0.156896
84,0.1562631111111111
85,0.15678577777777777
86,0.156816
87,0.1560888888888889
88,0.15501155555555557
89,0.152224
90,0.1506097777777778
91,0.15156088888888888
92,0.15194488888888888
93,0.1604657777777778
94,0.16305244444444444
95,0.15912177777777778
96,0.15752888888888888
97,0.15729066666666666
98,0.15707555555555555
99,0.15704355555555555
100,0.15703111111111112
101,0.15728533333333333
102,0.15533866666666668
103,0.15458133333333332
104,0.15156977777777778
105,0.15254044444444445
106,0.154432
107,0.15435022222222222
108,0.16256
109,0.15971555555555556
110,0.15614044444444444
111,0.15364088888888888
112,0.15207822222222223
113,0.15128355555555556
114,0.15144355555555555
115,0.1515128888888889
116,0.15261866666666668
117,0.15398933333333334
118,0.15582933333333332
119,0.15674844444444444
120,0.15797511111111112
121,0.1587591111111111
122,0.15910933333333332
123,0.15940444444444443
124,0.16603022222222222
125,0.16923911111111112
126,0.16761955555555555
127,0.16758933333333334
128,0.16550222222222222
129,0.16359644444444443
130,0.16470222222222222
131,0.16510044444444444
132,0.16493333333333332
133,0.1690488888888889
134,0.17661333333333334
135,0.1738328888888889
136,0.173216
137,0.17205866666666667
138,0.16811555555555555
139,0.16755733333333334
140,0.16896
141,0.16989155555555555
142,0.16836266666666666
143,0.17713777777777778
144,0.17692088888888888
145,0.17295288888888888
146,0.17098844444444444
147,0.170032
148,0.1661688888888889
149,0.164944
150,0.16492622222222222
151,0.1669511111111111
152,0.16773688888888888
153,0.173344
154,0.16873422222222223
155,0.16614755555555555
156,0.16498844444444444
157,0.16482666666666668
158,0.16212444444444443
159,0.16076622222222223
160,0.16063466666666668
161,0.16298133333333334
162,0.16557155555555556
163,0.16919466666666666
164,0.1663751111111111
165,0.16409955555555555
166,0.16224711111111112
167,0.15903822222222222
168,0.1569528888888889
169,0.15787377777777778
170,0.1581848888888889
171,0.16092622222222222
172,0.16740266666666667
173,0.16590933333333333
174,0.16345422222222222
175,0.162688
176,0.1621511111111111
177,0.1606577777777778
178,0.1580711111111111
179,0.15699022222222223
180,0.15805333333333332
181,0.156528
182,0.16352355555555556
183,0.1660711111111111
184,0.164512
185,0.16295822222222223
186,0.16264177777777777
187,0.16087822222222223
188,0.1582222222222222
189,0.15574222222222223
190,0.155696
191,0.1565582222222222
192,0.15790222222222222
193,0.16458844444444445
194,0.164384
195,0.16341866666666666
196,0.16225244444444445
197,0.16091377777777777
198,0.1572568888888889
199,0.154704
200,0.155136
201,0.15611022222222223
202,0.15673422222222222
203,0.16403022222222222
204,0.16401066666666667
205,0.1628728888888889
206,0.16175111111111112
207,0.16028266666666666
208,0.15788977777777777
209,0.1551377777777778
210,0.154384
211,0.1552888888888889
212,0.15585422222222223
213,0.16270755555555555
214,0.16400533333333334
215,0.1622417777777778
216,0.16146488888888888
217,0.16043555555555555
218,0.15832888888888888
219,0.15514666666666665
220,0.15379555555555555
221,0.15441955555555556
222,0.15363555555555555
223,0.16056533333333334
224,0.1640888888888889
225,0.16297422222222221
226,0.16133155555555556
227,0.16073422222222222
228,0.15900977777777778
229,0.15567644444444445
230,0.15378666666666665
231,0.1533191111111111
232,0.15402488888888888
233,0.15462044444444445
234,0.16359466666666667
235,0.16319466666666665
236,0.161856
237,0.16115022222222222
238,0.16098133333333334
239,0.1593511111111111
240,0.15663288888888888
241,0.15408711111111112
242,0.1529831111111111
243,0.15369244444444444
244,0.15390044444444445
245,0.16270577777777778
246,0.16325333333333333
247,0.162016
248,0.16116444444444444
249,0.160608
250,0.1599288888888889
251,0.15710933333333332
252,0.153792
253,0.15277155555555555
254,0.15311288888888888
255,0.153776
256,0.16203377777777778
257,0.163152
258,0.16191466666666668
259,0.1613511111111111
260,0.16111466666666666
261,0.15994666666666665
262,0.15657066666666666
263,0.15329955555555555
264,0.15305244444444444
265,0.154032
266,0.15646933333333332
267,0.1636622222222222
268,0.16324088888888888
269,0.16182044444444443
270,0.161152
271,0.16089422222222222
272,0.15978666666666666
273,0.1566311111111111
274,0.15305777777777776
275,0.1524071111111111
276,0.1526488888888889
277,0.15339022222222223
278,0.16153955555555555
279,0.16260622222222224
280,0.16186133333333333
281,0.16153244444444445
282,0.161296
283,0.160624
284,0.15689955555555554
285,0.15317155555555556
286,0.1520711111111111
287,0.1525688888888889
