,EndDiastoleFrame,EndDiastoleArea,EndSystoleFrame,EndSystoleArea
0,14,0,17,0
1,29,0,32,0
2,43,0,46,0
3,61,0,64,0
4,75,0,78,0
5,89,0,92,0
6,104,0,107,0
7,118,0,121,0
8,133,0,136,0
9,147,0,150,0
10,162,0,165,0
11,177,0,180,0
12,192,0,195,0
13,206,0,210,0
14,222,0,226,0
15,237,0,240,0
16,253,0,256,0
17,267,0,270,0
18,284,0,287,0
19,300,0,303,0
