,bpm,min_b2b,mean_b2b,median_b2b,max_b2b,sd_b2b,range_b2b,rmssd
0,210.0,0.24,0.2760975609756098,0.28,0.32,0.021285291930996524,0.08000000000000002,0.03346640106136303
