,end_diastole_frame,end_systole_frame
0,7,8
1,15,16
2,24,25
3,32,33
4,40,41
5,49,50
6,58,59
7,67,68
8,75,76
9,83,84
10,91,92
11,98,99
12,105,106
13,113,114
14,120,121
15,128,129
16,137,138
17,145,146
18,153,154
19,160,161
20,168,169
21,176,177
22,183,184
23,190,191
24,197,198
25,205,206
26,212,213
27,220,221
28,228,229
29,235,236
30,243,244
31,251,252
32,259,260
33,267,268
34,275,276
35,284,285
36,291,292
