,bpm,min_b2b,mean_b2b,median_b2b,max_b2b,sd_b2b,range_b2b,rmssd
0,45.0,0.96,1.1800000000000002,1.16,1.36,0.128062484748657,0.40000000000000013,0.12467099559583675
