,area
0,93.07596785975164
1,90.44850255661066
2,91.67056245434624
3,94.22132943754565
4,98.60555149744339
5,96.77209642074507
6,96.36742147552958
7,95.51497443389336
8,91.09057706355004
9,91.00803506208912
10,93.08327246165084
11,97.86924762600438
12,98.40686632578524
13,98.32140248356464
14,96.53469685902118
15,92.8772826880935
16,89.39810080350621
17,90.46311176040906
18,95.0708546384222
19,100.22863403944486
20,99.05405405405405
21,96.40394448502556
22,93.3791088385683
23,90.2337472607743
24,88.29875821767713
25,89.92622352081811
26,97.70051132213294
27,100.12856099342586
28,96.67932797662527
29,93.36669101533967
30,91.20160701241782
31,87.77720964207451
32,88.24616508400293
33,93.14390065741416
34,100.6172388604821
35,97.98027757487218
36,94.57121986851716
37,91.70416362308254
38,87.94156318480643
39,88.67932797662527
40,93.94010226442659
41,101.04163623082542
42,97.63623082542001
43,94.39810080350621
44,91.9517896274653
45,89.00219138056976
46,88.18334550766983
47,91.18407596785975
48,100.4945215485756
49,97.72461650840029
50,94.29875821767713
51,91.9291453615778
52,88.85975164353543
53,88.38933528122718
54,91.50840029218408
55,100.70562454346238
56,97.53981008035062
57,94.0781592403214
58,91.63403944485026
59,88.15777940102265
60,88.64426588750914
61,93.6953981008035
62,101.02118334550767
63,96.82395909422937
64,94.03725346968591
65,91.63988312636961
66,87.98831263696128
67,87.90650109569029
68,91.8064280496713
69,101.29583637691746
70,97.14243973703434
71,94.3528122717312
72,91.77355734112491
73,88.36523009495983
74,87.37253469685902
75,90.62235208181154
76,100.67202337472608
77,98.10591672753834
78,95.05551497443389
79,92.4799123447772
80,90.00292184075968
81,86.49159970781592
82,88.1599707815924
83,95.02045288531775
84,101.02118334550767
85,96.34769905040176
86,93.64572680788898
87,91.22132943754565
88,88.27392257121987
89,86.45434623813003
90,89.45215485756026
91,99.66325785244705
92,98.55076698319941
93,95.30387143900657
94,92.77355734112491
95,90.6172388604821
96,86.3528122717312
97,87.18699780861942
98,92.37034331628927
99,101.0927684441198
100,96.85244704163622
101,94.45434623813003
102,92.0
103,88.15047479912344
104,86.03652300949598
105,88.69320672023375
106,98.55149744338934
107,98.95325054784514
108,95.62381300219138
109,93.09495982468955
110,88.24835646457268
111,86.15777940102265
112,88.98392987582177
113,98.50693937180424
114,98.64791818845873
115,95.63842220598977
116,93.31994156318481
117,89.42658875091307
118,85.88020452885318
119,88.32213294375457
120,95.96128560993427
121,100.01753104455807
122,96.40832724616509
123,94.10007304601899
124,91.40029218407597
125,86.02921840759679
126,86.81738495252009
127,91.54930606281958
128,100.91380569758948
129,97.27611395178963
130,95.04163623082542
131,92.54200146092037
132,88.41417092768444
133,85.46311176040906
134,88.00073046018991
135,96.91526661796932
136,99.1891891891892
137,96.18042366691016
138,93.54054054054055
139,90.39737034331628
140,85.72096420745069
141,86.97735573411249
142,92.44558071585098
143,100.51205259313367
144,96.82249817384952
145,94.61285609934258
146,92.1227173119065
147,86.5836376917458
148,85.89700511322133
