,end_diastole_frame,end_systole_frame
0,7,8
1,18,19
2,29,30
3,38,39
4,49,50
5,59,60
6,69,70
7,79,80
8,88,89
9,99,100
10,110,111
11,124,125
12,138,139
13,153,154
14,166,167
15,179,180
16,193,194
17,206,207
18,223,224
19,235,236
20,249,250
21,260,261
22,274,275
23,287,288
