,bpm,min_b2b,mean_b2b,median_b2b,max_b2b,sd_b2b,range_b2b,rmssd
0,265.0,0.16,0.22461538461538458,0.24,0.36,0.03521699428387568,0.19999999999999998,0.05601120336112038
