,end_diastole_frame,end_systole_frame
0,4,5
1,10,11
2,18,19
3,24,25
4,31,32
5,38,39
6,45,46
7,52,53
8,59,60
9,66,67
10,72,73
11,79,80
12,86,87
13,93,94
14,99,100
15,106,107
16,113,114
17,120,121
18,128,129
19,136,137
20,143,144
21,150,151
22,158,159
23,165,166
24,171,172
25,178,179
26,186,187
27,194,195
28,200,201
29,207,208
30,214,215
31,220,221
32,227,228
33,234,235
34,240,241
35,247,248
36,254,255
37,260,261
38,267,268
39,273,274
40,280,281
41,287,288
42,295,296
