,end_diastole_frame,end_systole_frame
0,7,8
1,15,16
2,22,23
3,28,29
4,36,37
5,43,44
6,50,51
7,58,59
8,67,68
9,74,75
10,80,81
11,87,88
12,94,95
13,102,103
14,109,110
15,117,118
16,126,127
17,134,135
18,142,143
19,149,150
20,157,158
21,164,165
22,171,172
23,179,180
24,186,187
25,193,194
26,202,203
27,210,211
28,218,219
29,225,226
30,232,233
31,239,240
32,246,247
33,254,255
34,262,263
35,270,271
36,278,279
37,284,285
38,292,293
