,bpm,min_b2b,mean_b2b,median_b2b,max_b2b,sd_b2b,range_b2b,rmssd
0,150.0,0.32,0.3944827586206897,0.36,0.56,0.05223198959658342,0.24000000000000005,0.032950178841916575
