,end_diastole_frame,end_systole_frame
0,7,8
1,18,19
2,30,31
3,42,43
4,53,54
5,64,65
6,76,77
7,88,89
8,100,101
9,111,112
10,124,125
11,136,137
12,147,148
13,158,159
14,169,170
15,180,181
16,192,193
17,204,205
18,217,218
19,228,229
20,239,240
21,250,251
22,263,264
23,275,276
24,288,289
25,300,301
