,bpm,min_b2b,mean_b2b,median_b2b,max_b2b,sd_b2b,range_b2b,rmssd
0,210.0,0.2,0.28195121951219515,0.28,0.6,0.059231645801602104,0.39999999999999997,0.08763560920082657
