,bpm,min_b2b,mean_b2b,median_b2b,max_b2b,sd_b2b,range_b2b,rmssd
0,88.0,0.6,0.6452380952380952,0.65,0.7,0.03417309546287458,0.09999999999999998,0.04330127018922194
