,end_diastole_frame,end_systole_frame
0,2,3
1,17,18
2,31,32
3,45,46
4,60,61
5,74,75
6,88,89
7,103,104
8,117,118
9,131,132
10,145,146
11,159,160
12,172,173
13,186,187
14,200,201
15,213,214
16,227,228
17,241,242
18,256,257
19,270,271
20,284,285
21,298,299
