,end_diastole_frame,end_systole_frame
0,68,69
1,80,81
2,92,93
3,104,105
4,116,117
5,128,129
6,139,140
7,151,152
8,163,164
9,175,176
10,187,188
11,199,200
12,212,213
13,224,225
14,236,237
15,249,250
16,262,263
17,274,275
18,287,288
