,end_diastole_frame,end_systole_frame
0,8,9
1,24,25
2,40,41
3,56,57
4,71,72
5,88,89
6,104,105
7,120,121
8,136,137
9,152,153
10,167,168
11,183,184
12,199,200
13,214,215
14,230,231
15,244,245
16,260,261
17,275,276
18,290,291
19,304,306
