,area
0,59.56140350877193
1,60.54816866728224
2,62.006771314250535
3,61.54201292705448
4,60.87596183441059
5,60.41428131732841
6,59.164666051092645
7,59.522930132348414
8,60.84549092028316
9,62.01015697137581
10,61.3471837488458
11,60.83379501385041
12,60.048630347799325
13,59.06063404124346
14,59.61218836565097
15,60.9741458910434
16,61.68482610033857
17,61.1372730070791
18,60.52262234533703
19,59.42566943674977
20,58.740535549399816
21,59.755617112957836
22,61.05971068020929
23,61.43120960295475
24,60.80178516466605
25,60.21083410280086
26,58.77931671283472
27,58.87196060326254
28,59.942443828870424
29,61.17389966143429
30,61.46814404432133
31,60.7202216066482
32,60.06063404124346
33,58.67220683287165
34,59.31271160357033
35,60.25023084025854
36,61.431517389966146
37,61.46537396121884
38,60.665435518621116
39,59.78731917513081
40,58.83964296706679
41,59.469067405355496
42,60.627269929208985
43,61.54632194521391
44,61.34472145275469
45,60.63588796552786
46,59.692520775623265
47,59.019082794706065
48,59.792551554324405
49,61.007694675284704
50,61.65066174207448
51,60.974453678054786
52,60.6555863342567
53,59.202216066481995
54,58.96398891966759
55,59.921822099107416
56,61.29147429978455
57,61.55986457371499
58,60.78424130501693
59,60.636195752539244
60,58.933518005540165
61,59.113881194213604
62,60.245921822099106
63,61.53031702062173
64,61.58479532163743
65,60.895967990150815
66,60.109264389042785
67,58.71006463527239
68,59.28931979070483
69,60.26777469990766
70,61.70791012619267
71,61.36688211757464
72,60.73284087411511
73,59.745767928593416
74,58.6321945213912
75,59.48137888581102
76,60.41243459526008
77,61.588796552785475
78,61.297014465989534
79,60.51769775315482
80,59.33856571252693
81,58.625423207140656
82,59.44752231455833
83,60.42967066789782
84,61.62234533702678
85,61.1061865189289
86,60.457679285934134
87,59.23668821175746
88,58.75715604801477
89,59.75715604801477
90,60.96768236380425
91,61.48845798707295
92,61.01323484148969
93,60.38381040320098
94,59.11972914742998
95,58.98491843644198
96,59.97845490920283
97,61.19821483533395
98,61.56263465681748
99,60.78731917513081
100,60.31917513080948
101,59.06063404124346
102,59.15389350569406
103,60.1735918744229
104,61.229916897506925
105,61.559248999692215
106,60.6555863342567
107,60.206832871652814
108,58.96675900277008
109,59.36134195136965
110,60.155432440751
111,61.491535857186825
112,61.241612803939674
113,60.51246537396122
114,59.99292089873807
115,58.91997537703909
116,59.35980301631271
117,60.32963988919668
118,61.730686365035396
119,61.07202216066482
120,60.411203447214525
121,59.81686672822407
122,58.72514619883041
123,59.521083410280085
124,60.50446291166513
125,61.71437365343183
126,61.12342259156664
127,60.668205601723606
128,59.670052323791936
129,59.108648815020004
130,59.94028931979071
131,60.871037242228375
132,61.75869498307171
133,61.388734995383196
134,61.038165589412124
135,59.649430594028935
136,59.33548784241305
137,60.106802092951675
138,60.98399507540782
139,61.82825484764543
140,61.188981224992304
141,61.144967682363806
142,59.60541705140043
143,59.68421052631579
144,60.10310864881502
145,61.4275161588181
146,61.80455524776855
147,61.35518621114189
148,60.90027700831025
149,59.489689135118496
150,59.90612496152662
151,60.18005540166205
152,61.61034164358264
153,61.76269621421976
154,61.343182517697755
155,60.80978762696214
156,59.26992920898738
157,60.001231148045555
158,60.49553708833487
159,61.88950446291167
160,61.59526008002462
161,61.23022468451831
162,60.4767620806402
163,59.374576792859344
164,60.078177900892584
165,60.575561711295784
166,61.78947368421053
167,61.3601108033241
168,61.05540166204986
169,60.08925823330255
170,59.4222837796245
171,60.03570329332102
172,60.881502000615576
173,61.61064943059403
174,61.07294552169898
175,60.96860572483841
176,59.991381963681135
177,59.71314250538627
178,60.39612188365651
179,61.21575869498307
180,61.508464142813175
181,61.09202831640505
182,60.90612496152662
183,59.810403200984915
184,59.824561403508774
185,60.43828870421668
186,61.313019390581715
187,61.04770698676516
188,60.909202831640506
189,60.64019698368729
190,59.671899045860265
191,59.742382271468145
192,60.458602646968295
193,61.24130501692829
194,60.99569098184057
195,60.815635580178515
196,60.017236072637736
197,59.08341028008618
198,59.5001538935057
199,60.53862726992921
200,61.19790704832256
201,60.72760849492151
202,60.35426285010772
203,59.36503539550631
204,58.82579255155432
205,59.50877192982456
206,60.832563865804865
207,61.18097876269621
208,60.59402893197907
209,60.334564481378884
210,59.27300707910126
211,58.99045860264697
212,60.05201600492459
213,61.48045552477686
214,61.387196060326254
215,60.59187442289935
216,60.519236688211755
217,59.20621729763004
218,59.66143428747307
219,60.517389966143426
220,61.78916589719914
221,61.34656817482302
222,60.653124038165586
223,60.26500461680517
224,59.27947060634041
225,59.951369652200675
226,60.971683594952296
227,61.72206832871653
228,61.12249923053247
229,60.66851338873499
230,59.99538319482918
231,59.60726377346876
232,60.19821483533395
233,61.41274238227147
234,61.670052323791936
235,60.9430594028932
236,60.96275777162204
237,59.70698676515851
238,59.78054786088027
239,60.49461372730071
240,61.57217605417051
241,61.6294244382887
242,60.90704832256079
243,60.91782086795937
244,59.63681132656202
245,60.02616189596799
246,60.85072329947676
247,61.73407202216067
248,61.413665743305636
249,60.806709756848264
250,60.381655894121266
251,59.45614035087719
252,59.96060326254232
253,61.106802092951675
254,61.78424130501693
255,60.95537088334872
256,60.79039704524469
257,60.06955986457371
258,59.6088027085257
259,60.20529393659587
260,61.54385964912281
261,61.53339489073561
262,60.735303170206215
263,60.76084949215143
264,59.61957525392428
265,59.65589412126808
266,60.38904278239458
267,61.74792243767313
268,61.17389966143429
269,60.76792859341336
270,60.42936288088643
271,59.47306863650354
272,59.85964912280702
273,60.81779008925823
274,61.59433671899046
275,60.86857494613727
276,60.842413050169284
277,60.031702062172975
278,59.36349646044937
279,59.83841181902124
280,61.04647583871961
281,61.31578947368421
282,60.53031702062173
283,60.80517082179132
284,59.668205601723606
285,59.30809479839951
286,60.19082794706063
287,61.03139427516159
288,60.88488765774084
289,60.51585103108649
290,60.40443213296399
291,59.253000923361036
292,59.53308710372422
293,60.39796860572484
294,61.30901815943367
295,60.6528162511542
296,60.6839027393044
297,60.12034472145275
298,59.20190827947061
299,59.787011388119424
