,mpv
0,0.020203368232538932
1,0.018464147954263654
2,0.016189672590347592
3,0.017420902787344428
4,0.015496567479450774
5,0.01438300730128117
6,0.018952048032327695
7,0.023003053680488605
8,0.022750493640078973
9,0.024504063920650243
10,0.024957523993203834
11,0.021763213482114185
12,0.019688203150112493
13,0.01666322266611564
14,0.016028952564632437
15,0.015264097442255598
16,0.014832162373145996
17,0.015116292418606792
18,0.019175908068145286
19,0.02316807870689258
20,0.024306033888965406
21,0.02586874913899989
22,0.024284508885521416
23,0.02133558341369335
24,0.01762180281948844
25,0.01647523763603803
26,0.015921327547412434
27,0.0163374776139964
28,0.01498570739771321
29,0.017109507737521235
30,0.022156403545024572
31,0.024845593975295066
32,0.025710899113743857
33,0.026259069201451102
34,0.023162338705974173
35,0.019000838040134083
36,0.01799203287872525
37,0.019160123065619705
38,0.022596948615511758
39,0.020560683289709336
40,0.020742928318868536
41,0.02396450383432064
42,0.0269005143040823
43,0.02759935941589753
44,0.02975185976029754
45,0.02540811406529825
46,0.02353830876612939
47,0.01774521283923408
48,0.01741946778711484
49,0.016826812692290027
50,0.016899997703999636
51,0.014624087339853986
52,0.016953092712494844
53,0.02229416356706615
54,0.024568638930982212
55,0.023034623685539768
56,0.025784084125453466
57,0.023158033705285408
58,0.01919025807044128
59,0.015859622537539586
60,0.01590841254534603
61,0.0153516324562612
62,0.016462322633971627
63,0.015361677457868372
64,0.017333367773338826
65,0.021984203517472545
66,0.022516588602654153
67,0.02125665840106533
68,0.023327363732378203
69,0.02077880332460852
70,0.017795437847270057
71,0.015693162510906022
72,0.01572042751526842
73,0.01410318225650914
74,0.015416207466593224
75,0.01491826238692201
76,0.016521157643385243
77,0.020899343343894927
78,0.02175029848004778
79,0.02027655324424854
80,0.020546333287413343
81,0.018363697938191648
82,0.01582518253202919
83,0.0151894774303164
84,0.01362245717959315
85,0.013237877118060348
86,0.014649917343986796
87,0.01635613261698121
88,0.015510917481746822
89,0.01981448317031731
90,0.020695573311291737
91,0.01910128805620609
92,0.02013592322174773
93,0.01770072783211646
94,0.015353067456490788
95,0.013979772236763555
96,0.01266387702622035
97,0.01325796712127475
98,0.014375832300133173
99,0.015891192542590804
100,0.014819247371079591
101,0.018040822886531638
102,0.020104353216696513
103,0.01831921293107408
104,0.018946308031409287
105,0.01676223768195806
106,0.015142122422739601
107,0.013265142122422746
108,0.011106901777104272
109,0.012632307021169131
110,0.012270686963309907
111,0.013936722229875576
112,0.012252031960325094
113,0.014322737291637966
114,0.01882576801212288
115,0.017238657758185227
116,0.019711163153786126
117,0.018256072920971644
118,0.01569459751113561
119,0.012699752031960332
120,0.01086295173807228
121,0.01187749690039952
122,0.011853101896496299
123,0.014644177343068387
124,0.0157835675253708
125,0.016922957707673214
126,0.019280663084906113
127,0.018276162924186046
128,0.017297492767598843
129,0.017333367773338826
130,0.015525267484042815
131,0.01345743215318912
132,0.010812726730036304
133,0.011312106809937106
134,0.011807181889149088
135,0.01268396702943475
136,0.015264097442255598
137,0.015226787436285971
138,0.016656047664967644
139,0.019072588051614103
140,0.01620545759287323
141,0.01723291775726682
142,0.01555540248886439
143,0.013864972218395555
144,0.011422601827616286
145,0.009125166460026646
146,0.011633546861367527
147,0.011170041787206708
148,0.013526312164209964
149,0.015221047435367618
150,0.014776197364191557
151,0.016831117692978848
152,0.016894257703081228
153,0.015492262478762009
154,0.014903912384625961
155,0.013612412177985977
156,0.010352091656334661
157,0.009471001515360233
158,0.008397621343619432
159,0.011441256830601099
160,0.010761066721770685
161,0.014166322266611575
162,0.013245052119208345
163,0.015136382421821193
164,0.01654411764705882
165,0.014566687330669958
166,0.014542292326766793
167,0.013285232125637148
168,0.011449866831978683
169,0.007756176240988177
170,0.006669881067180972
171,0.008637266381962605
172,0.009402121504339445
173,0.010046436607429876
174,0.012979577076732307
175,0.011472826835652317
176,0.013698512191761936
177,0.014698707351793183
178,0.012622262019561903
179,0.013220657115305123
180,0.01104519676723148
181,0.008485156357625034
182,0.006497681039628944
183,0.005468785875005766
184,0.006093010974881741
185,0.005066985810717739
186,0.007571061211369801
187,0.009634591541534676
188,0.007327111172337808
189,0.009723561555769866
190,0.010036391605822648
191,0.00973360655737704
192,0.008816641410662629
193,0.0073629861780777905
194,0.0036090255774440805
195,0.0017449602791936303
196,0.0011006451761032543
197,0.001831060292969644
198,0.0
199,0.002228555356568851
