,end_diastole_frame,end_systole_frame
0,16,17
1,30,31
2,44,45
3,58,59
4,73,74
5,87,88
6,101,102
7,115,116
8,129,130
9,143,144
10,157,158
11,170,171
12,184,185
13,197,198
14,211,212
15,224,225
16,238,239
17,252,253
18,265,266
19,279,280
20,292,293
