,bpm,min_b2b,mean_b2b,median_b2b,max_b2b,sd_b2b,range_b2b,rmssd
0,160.0,0.35,0.3628205128205128,0.35,0.4,0.021832546622982583,0.050000000000000044,0.036273812505500616
