,EndDiastoleFrame,EndDiastoleArea,EndSystoleFrame,EndSystoleArea
0,5,0,15,0
1,20,0,29,0
2,34,0,44,0
3,48,0,59,0
4,64,0,74,0
5,79,0,89,0
6,95,0,105,0
7,111,0,120,0
8,126,0,135,0
9,141,0,151,0
10,156,0,167,0
11,172,0,182,0
12,187,0,197,0
13,202,0,212,0
14,217,0,227,0
15,233,0,242,0
16,248,0,257,0
17,263,0,273,0
18,278,0,288,0
19,294,0,304,0
