,end_diastole_frame,end_systole_frame
0,8,9
1,15,16
2,23,24
3,31,32
4,39,40
5,47,48
6,55,56
7,62,63
8,70,71
9,78,79
10,86,87
11,94,95
12,101,102
13,109,110
14,117,118
15,125,126
16,133,134
17,141,142
18,149,150
19,156,157
20,164,165
21,172,173
22,180,181
23,188,189
24,196,197
25,204,205
26,211,212
27,219,220
28,227,228
29,235,236
30,243,244
31,251,252
32,259,260
33,267,268
34,274,275
35,282,283
36,290,291
37,298,299
