,end_diastole_frame,end_systole_frame
0,13,14
1,22,23
2,31,32
3,39,40
4,48,49
5,58,59
6,67,68
7,77,78
8,85,86
9,95,96
10,104,105
11,113,114
12,123,124
13,132,133
14,142,143
15,152,153
16,161,162
17,171,172
18,180,181
19,189,190
20,199,200
21,208,209
22,217,218
23,226,227
24,235,236
25,245,246
26,254,255
27,263,264
28,272,273
29,281,282
30,299,300
