,end_diastole_frame,end_systole_frame
0,5,6
1,12,13
2,19,20
3,26,27
4,33,34
5,40,41
6,47,48
7,54,55
8,61,62
9,68,69
10,76,77
11,83,84
12,90,91
13,97,98
14,104,105
15,111,112
16,119,120
17,126,127
18,133,134
19,141,142
20,148,149
21,155,156
22,163,164
23,170,171
24,178,179
25,185,186
26,192,193
27,200,201
28,207,208
29,214,215
30,222,223
31,229,230
32,236,237
33,244,245
34,251,252
35,259,260
36,266,267
37,273,274
38,280,281
39,288,289
40,295,296
