,EndDiastoleFrame,EndDiastoleArea,EndSystoleFrame,EndSystoleArea
0,6,0,15,0
1,19,0,28,0
2,32,0,41,0
3,46,0,54,0
4,59,0,68,0
5,72,0,81,0
6,86,0,95,0
7,100,0,108,0
8,112,0,121,0
9,127,0,135,0
10,140,0,148,0
11,153,0,162,0
12,167,0,175,0
13,180,0,189,0
14,195,0,202,0
15,207,0,216,0
16,220,0,229,0
17,233,0,242,0
18,248,0,256,0
19,260,0,269,0
20,274,0,283,0
21,287,0,295,0
22,301,0,310,0
