,bpm,min_b2b,mean_b2b,median_b2b,max_b2b,sd_b2b,range_b2b,rmssd
0,124.00000000000001,0.3,0.4599999999999999,0.45,0.7,0.06506407098647712,0.39999999999999997,0.10213243599737852
