,end_diastole_frame,end_systole_frame
0,5,6
1,14,15
2,23,24
3,32,33
4,41,42
5,51,52
6,60,61
7,69,70
8,78,79
9,87,88
10,96,97
11,105,106
12,114,115
13,123,124
14,132,133
15,141,142
16,150,151
17,159,160
18,168,169
19,178,179
20,186,187
21,195,196
22,204,205
23,213,214
24,223,224
25,232,233
26,241,242
27,249,250
28,259,260
29,267,268
30,277,278
31,286,287
32,295,296
