,bpm,min_b2b,mean_b2b,median_b2b,max_b2b,sd_b2b,range_b2b,rmssd
0,100.0,0.55,0.5812499999999999,0.6,0.6,0.024206145913796325,0.04999999999999993,0.04298634768105471
