,end_diastole_frame,end_systole_frame
0,4,5
1,14,15
2,23,24
3,32,33
4,41,42
5,50,51
6,59,60
7,68,69
8,78,79
9,87,88
10,96,97
11,106,107
12,114,115
13,124,125
14,134,135
15,143,144
16,153,154
17,162,163
18,171,172
19,180,181
20,189,190
21,199,200
22,208,209
23,217,218
24,227,228
25,236,237
26,245,246
27,255,256
28,264,265
29,274,275
30,283,284
31,292,293
