,end_diastole_frame,end_systole_frame
0,5,6
1,17,18
2,29,30
3,41,42
4,52,53
5,64,65
6,75,76
7,87,88
8,98,99
9,109,110
10,121,122
11,132,133
12,143,144
13,155,156
14,166,167
15,177,178
16,189,190
17,201,202
18,212,213
19,224,225
20,235,236
21,248,249
22,259,260
23,270,271
24,282,283
25,295,296
