,end_diastole_frame,end_systole_frame
0,7,8
1,17,18
2,26,27
3,35,36
4,44,45
5,54,55
6,63,64
7,72,73
8,82,83
9,91,92
10,100,101
11,110,111
12,119,120
13,128,129
14,137,138
15,146,147
16,155,156
17,165,166
18,174,175
19,183,184
20,192,193
21,202,203
22,211,212
23,220,221
24,229,230
25,238,239
26,247,248
27,257,258
28,266,267
29,275,276
30,284,285
31,293,294
