,bpm,min_b2b,mean_b2b,median_b2b,max_b2b,sd_b2b,range_b2b,rmssd
0,104.0,0.55,0.5760000000000001,0.55,0.65,0.02870540018881462,0.09999999999999998,0.05103103630798282
