,end_diastole_frame,end_systole_frame
0,6,7
1,15,16
2,24,25
3,33,34
4,42,43
5,51,52
6,60,61
7,70,71
8,79,80
9,88,89
10,98,99
11,107,108
12,116,117
13,125,126
14,135,136
15,144,145
16,153,154
17,162,163
18,171,172
19,180,181
20,190,191
21,199,200
22,208,209
23,217,218
24,226,227
25,235,236
26,244,245
27,254,255
28,263,264
29,272,273
30,281,282
31,290,291
