,end_diastole_frame,end_systole_frame
0,9,10
1,23,24
2,37,38
3,51,52
4,65,66
5,79,80
6,93,94
7,106,107
8,120,121
9,135,136
10,149,150
11,163,164
12,177,178
13,192,193
14,206,207
15,220,221
16,234,235
17,248,249
18,262,263
19,277,278
20,290,291
