,bpm,min_b2b,mean_b2b,median_b2b,max_b2b,sd_b2b,range_b2b,rmssd
0,128.0,0.4,0.44838709677419347,0.45,0.5,0.03233860912219906,0.09999999999999998,0.0547722557505166
