,end_diastole_frame,end_systole_frame
0,5,6
1,14,15
2,23,24
3,32,33
4,41,42
5,49,50
6,58,59
7,67,68
8,75,76
9,84,85
10,93,94
11,102,103
12,111,112
13,120,121
14,129,130
15,138,139
16,147,148
17,157,158
18,166,167
19,174,175
20,184,185
21,193,194
22,202,203
23,211,212
24,220,221
25,229,230
26,238,239
27,247,248
28,256,257
29,265,266
30,274,275
31,283,284
32,291,292
