,EndDiastoleFrame,EndDiastoleArea,EndSystoleFrame,EndSystoleArea
0,9,0,18,0
1,23,0,31,0
2,36,0,44,0
3,49,0,57,0
4,62,0,70,0
5,75,0,83,0
6,87,0,96,0
7,100,0,109,0
8,114,0,122,0
9,127,0,135,0
10,140,0,149,0
11,153,0,162,0
12,167,0,174,0
13,179,0,187,0
14,192,0,200,0
15,204,0,212,0
16,217,0,225,0
17,229,0,237,0
18,242,0,250,0
19,254,0,262,0
20,267,0,275,0
21,280,0,288,0
22,294,0,301,0
