,end_diastole_frame,end_systole_frame
0,4,5
1,17,18
2,29,30
3,41,42
4,54,55
5,67,68
6,79,80
7,92,93
8,104,105
9,117,118
10,130,131
11,143,144
12,155,156
13,168,169
14,181,182
15,194,195
16,207,208
17,221,222
18,235,236
19,248,249
20,262,263
21,275,276
22,288,289
