,EndDiastoleFrame,EndDiastoleArea,EndSystoleFrame,EndSystoleArea
0,9,0,10,0
1,30,0,31,0
2,54,0,55,0
3,75,0,76,0
4,98,0,99,0
5,119,0,120,0
6,141,0,142,0
7,161,0,162,0
8,185,0,186,0
9,210,0,211,0
10,230,0,231,0
11,250,0,251,0
12,274,0,275,0
13,298,0,299,0
