,EndDiastoleFrame,EndDiastoleArea,EndSystoleFrame,EndSystoleArea
0,16,0,17,0
1,39,0,40,0
2,58,0,59,0
3,81,0,82,0
4,101,0,102,0
5,123,0,124,0
6,143,0,144,0
7,162,0,163,0
8,184,0,185,0
9,203,0,204,0
10,225,0,226,0
11,247,0,248,0
12,269,0,270,0
13,292,0,293,0
