,EndDiastoleFrame,EndDiastoleArea,EndSystoleFrame,EndSystoleArea
0,42,0,43,0
1,92,0,93,0
2,123,0,124,0
3,151,0,152,0
4,179,0,180,0
5,204,0,205,0
6,231,0,232,0
7,257,0,258,0
8,282,0,283,0
