,EndDiastoleFrame,EndDiastoleArea,EndSystoleFrame,EndSystoleArea
0,18,0,19,0
1,45,0,46,0
2,69,0,70,0
3,94,0,95,0
4,118,0,119,0
5,142,0,143,0
6,166,0,167,0
7,194,0,195,0
8,223,0,224,0
9,246,0,247,0
10,270,0,271,0
