,EndDiastoleFrame,EndDiastoleArea,EndSystoleFrame,EndSystoleArea
0,20,0,21,0
1,42,0,43,0
2,63,0,64,0
3,84,0,85,0
4,107,0,108,0
5,128,0,129,0
6,149,0,150,0
7,170,0,171,0
8,193,0,194,0
9,218,0,219,0
10,245,0,246,0
11,271,0,272,0
