,EndDiastoleFrame,EndDiastoleArea,EndSystoleFrame,EndSystoleArea
0,18,0,19,0
1,46,0,47,0
2,77,0,78,0
3,105,0,106,0
4,139,0,140,0
5,170,0,171,0
6,197,0,198,0
7,229,0,230,0
8,256,0,257,0
9,285,0,286,0
