,EndDiastoleFrame,EndDiastoleArea,EndSystoleFrame,EndSystoleArea
0,2,0,3,0
1,25,0,26,0
2,44,0,45,0
3,67,0,68,0
4,86,0,87,0
5,106,0,107,0
6,126,0,127,0
7,146,0,147,0
8,167,0,168,0
9,187,0,188,0
10,207,0,208,0
11,229,0,230,0
12,250,0,251,0
13,271,0,272,0
14,296,0,297,0
