,EndDiastoleFrame,EndDiastoleArea,EndSystoleFrame,EndSystoleArea
0,2,0,3,0
1,25,0,26,0
2,50,0,51,0
3,76,0,77,0
4,100,0,101,0
5,127,0,128,0
6,151,0,152,0
7,175,0,176,0
8,199,0,200,0
9,223,0,224,0
10,247,0,248,0
11,271,0,272,0
