,EndDiastoleFrame,EndDiastoleArea,EndSystoleFrame,EndSystoleArea
0,5,0,6,0
1,28,0,29,0
2,45,0,45,0
3,64,0,65,0
4,83,0,84,0
5,102,0,103,0
6,121,0,122,0
7,140,0,141,0
8,159,0,160,0
9,179,0,180,0
10,200,0,201,0
11,220,0,221,0
12,241,0,242,0
13,261,0,262,0
14,282,0,283,0
